,Engine Capacity (liters),Cylinders,Drive Type,Fuel Tank Capacity (liters),Fuel Economy (L/100 Km),Fuel Type,Horsepower (bhp),Torque (Nm),Transmission,Top Speed (Km/h),Seating Capacity,Acceleration 0-100 Km/h (sec),Length (meters),Width (meters),Height (meters),Wheelbase (meters),Trunk Capacity (liters),name,price,currency
4519,2.0,4,All Wheel Drive,56,7.3,Petrol,421,500,Automatic,250,5 Seater,4.0,4.640,1.777,1.432,2.699,470,Mercedes-Benz CLA-Class 2021 CLA 45 S AMG 4MATIC+,"25,600",OMR
4520,2.0,4,Rear Wheel Drive,68,5.9,Petrol,252,350,Automatic,250,5 Seater,6.2,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 530i,"25,700",OMR
4521,2.0,4,Rear Wheel Drive,68,5.9,Petrol,252,350,Automatic,250,5 Seater,6.2,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 530i,"25,700",OMR
4522,2.8,6,All Wheel Drive,65,8.0,Petrol,220,280,Automatic,235,5 Seater,8.1,4.969,1.911,1.420,2.914,535,Audi A7 2021 35 FSI quattro (220 HP),"25,700",OMR
4523,5.3,N/A,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L Premium 4WD, TBD ,Null
4524,5.3,N/A,All Wheel Drive,117,13.0,Petrol,355,519,Automatic,175,9 Seater,10.0,5.690,2.045,1.890,3.302,2172,Chevrolet Suburban 2021 5.3L RS 4WD , TBD ,Null
4525,3.0,6,Rear Wheel Drive,70,7.8,Petrol,367,520,Automatic,250,2 Seater,4.7,4.133,1.810,1.301,2.430,335,Mercedes-Benz SLC 2021 43 AMG,"25,800",OMR
4526,3.0,6,Rear Wheel Drive,60,8.3,Petrol,306,400,Automatic,250,4 Seater,5.5,4.638,2.017,1.389,2.810,480,BMW 4 Series Gran Coupe 2021 435i,"25,900",OMR
4527,6.4,8,Rear Wheel Drive,72,12.7,Petrol,470,637,Automatic,281,5 Seater,5.0,5.088,1.885,1.480,3.052,461,Dodge Charger 2021 SRT8,"26,000",OMR
4528,3.0,6,Rear Wheel Drive,60,6.8,Petrol,326,450,Automatic,250,5 Seater,5.2,4.633,1.811,1.429,2.810,480,BMW 3 Series 2021 340i,"26,000",OMR
4529,3.0,6,All Wheel Drive,61,7.9,Petrol,354,500,Automatic,250,4 Seater,4.9,4.626,1.854,1.383,2.751,320,Audi A5 Cabriolet 2021 S5 50 TFSI (354 HP),"26,000",OMR
4530,2.0,4,Rear Wheel Drive,52,6.2,Petrol,252,350,Automatic,250,4 Seater,5.9,4.432,1.984,1.413,2.690,280,BMW 2 Series Convertible 2021 230i,"26,000",OMR
4531,2.0,4,All Wheel Drive,85,8.0,Petrol,252,370,Automatic,210,5 Seater,7.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 40 TFSI CS quattro (252 HP),"26,200",OMR
4532,4.0,6,All Wheel Drive,140,11.8,Petrol,275,395,Automatic,200,8 Seater,11.5,5.165,1.995,1.940,3.075,550,Nissan Patrol 2021 4.0L SE T2,"22,200",OMR
4533,2.0,N/A,Rear Wheel Drive,66,6.9,Petrol,245,370,Automatic,250,5 Seater,6.2,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 300,"26,380",OMR
4534,3.0,6,All Wheel Drive,89,10.9,Petrol,340,450,Automatic,215,7 Seater,7.1,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 3.0L V6 SE (340 HP),"27,840",OMR
4535,2.0,4,All Wheel Drive,89,9.0,Petrol,300,400,Automatic,201,7 Seater,7.9,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 2.0T SE (300 HP),"25,330",OMR
4536,2.0,4,All Wheel Drive,89,9.0,Petrol,300,400,Automatic,201,7 Seater,7.9,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 2.0T SE (300 HP),"25,330",OMR
4537,2.0,N/A,Rear Wheel Drive,70,7.0,Petrol,245,350,Automatic,250,5 Seater,6.2,4.907,2.102,1.462,2.968,520,BMW 5 Series 2021 528i,"26,500",OMR
4538,2.0,4,Front Wheel Drive,65,5.9,Petrol,252,370,Automatic,250,5 Seater,6.9,4.974,1.911,1.420,2.914,535,Audi A7 2021 40 TFSI (252 HP),"26,500",OMR
4539,6.4,N/A,Rear Wheel Drive,72,13.8,Petrol,472,631,Automatic,280,5 Seater,5.0,5.087,1.885,1.478,3.053,462,Chrysler 300C 2021 6.4L V8 Hemi SRT8 ,"24,900",OMR
4540,2.0,4,All Wheel Drive,65,7.1,Petrol,252,370,Automatic,250,5 Seater,6.7,4.974,1.911,1.420,2.914,535,Audi A7 2021 40 TFSI quattro (252 HP),"26,600",OMR
4541,3.0,6,Rear Wheel Drive,60,8.1,Petrol,306,400,Automatic,250,4 Seater,5.4,4.638,2.017,1.377,2.810,445,BMW 4 Series Coupe 2021 435i,"26,700",OMR
4542,3.0,6,All Wheel Drive,85,7.0,Petrol,367,500,Automatic,250,5 Seater,5.8,4.924,1.947,1.797,2.995,690,Mercedes-Benz GLE-Class 2021 450 4MATIC,"26,915",OMR
4543,2.0,N/A,All Wheel Drive,67,7.4,Petrol,245,350,Automatic,230,5 Seater,6.5,4.648,2.098,1.661,2.810,550,BMW X3 2021 xDrive 28i,"27,000",OMR
4544,3.0,6,All Wheel Drive,55,7.4,Petrol,340,500,Automatic,250,2 Seater,4.5,4.324,1.864,1.304,2.470,310,BMW Z4 Roadster 2021 M40i,"27,000",OMR
4545,2.0,4,Rear Wheel Drive,66,7.0,Petrol,245,370,Automatic,250,4 Seater,6.4,4.826,1.860,1.430,2.873,425,Mercedes-Benz E-Class Coupe 2021 E 300,"27,165",OMR
4546,3.0,6,All Wheel Drive,52,8.0,Petrol,326,450,Automatic,250,5 Seater,4.7,4.329,1.984,1.440,2.690,360,BMW 1 Series 2021 m135i xDrive,"27,500",OMR
4547,3.0,6,All Wheel Drive,66,8.7,Petrol,367,520,Automatic,250,5 Seater,4.9,4.656,1.890,1.639,2.873,550,Mercedes-Benz GLC-Class 2021 43 AMG 4MATIC,"27,685",OMR
4548,2.0,4,All Wheel Drive,67,7.3,Petrol,184,290,Automatic,215,5 Seater,8.1,4.752,1.918,1.621,2.864,525,BMW X4 2021 xDrive 20i,"28,000",OMR
4549,3.0,6,Rear Wheel Drive,70,8.5,Petrol,306,400,Automatic,250,5 Seater,6.1,4.998,2.047,1.559,3.065,500,BMW 5 Series Gran Turismo 2021 535i,"28,000",OMR
4550,3.0,6,Rear Wheel Drive,70,8.5,Petrol,306,400,Automatic,250,5 Seater,6.1,4.998,2.047,1.559,3.065,500,BMW 5 Series Gran Turismo 2021 535i,"28,000",OMR
4551,4.6,8,All Wheel Drive,87,13.8,Petrol,292,438,Automatic,177,7 Seater,8.2,4.880,1.885,1.845,2.790,104,Lexus GX 2021 460 Platinum,"28,000",OMR
4552,3.0,6,All Wheel Drive,89,10.9,Petrol,340,450,Automatic,215,7 Seater,7.1,4.970,2.073,1.846,2.923,258,Land Rover Discovery 2021 3.0L V6 HSE (340 HP),"29,790",OMR
4553,3.0,6,Rear Wheel Drive,66,7.2,Petrol,272,400,Automatic,250,4 Seater,6.9,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 320,"28,415",OMR
4554,3.0,6,Rear Wheel Drive,60,8.4,Petrol,306,400,Automatic,250,4 Seater,5.6,4.638,2.017,1.377,2.810,370,BMW 4 Series Convertible 2021 435i,"28,500",OMR
4555,3.0,N/A,All Wheel Drive,85,8.1,Petrol,333,440,Automatic,250,5 Seater,6.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 45 TFSI CS quattro (333 HP),"28,700",OMR
4556,5.6,8,All Wheel Drive,140,14.5,Petrol,400,560,Automatic,200,8 Seater,6.6,5.165,1.995,1.940,3.075,550,Nissan Patrol 2021 5.6L LE Platinum City,"33,000",OMR
4557,5.6,8,All Wheel Drive,140,14.5,Petrol,400,560,Automatic,200,8 Seater,6.6,5.165,1.995,1.940,3.075,550,Nissan Patrol 2021 5.6L LE Platinum City Reserve ,"34,000",OMR
4558,2.0,4,All Wheel Drive,85,8.0,Petrol,252,370,Automatic,210,5 Seater,7.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 40 TFSI Sport quattro (252 HP),"28,800",OMR
4559,3.5,N/A,All Wheel Drive,72,9.0,Petrol,296,370,Automatic,200,5 Seater,7.7,4.890,1.895,1.690,2.790,553,Lexus RX 2021 350 F-Sport,"29,000",OMR
4560,4.6,8,All Wheel Drive,138,14.5,Petrol,304,439,Automatic,200,8 Seater,9.0,5.170,1.980,1.930,2.850,456,Toyota Land Cruiser 2021 4.6L GXR Premium GT ,"24,300",OMR
4561,4.6,8,All Wheel Drive,138,14.5,Petrol,304,439,Automatic,200,8 Seater,9.0,5.170,1.980,1.930,2.850,456,Toyota Land Cruiser 2021 4.6L GXR Exclusive GT  ,"27,200",OMR
4562,4.2,8,All Wheel Drive,61,10.7,Petrol,450,430,Automatic,250,5 Seater,4.7,4.719,2.040,1.416,2.813,490,Audi RS4 Avant 2021 4.2 (450 BHP),"29,000",OMR
4563,3.0,6,All Wheel Drive,58,7.5,Petrol,354,500,Automatic,250,5 Seater,4.7,4.752,1.843,1.384,2.825,480,Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),"29,000",OMR
4564,3.0,6,All Wheel Drive,58,7.5,Petrol,354,500,Automatic,250,5 Seater,4.7,4.752,1.843,1.384,2.825,480,Audi S5 Sportback 2021 3.0 TFSI quattro (354 HP),"29,000",OMR
4565,3.0,6,All Wheel Drive,58,7.4,Petrol,354,500,Automatic,250,4 Seater,4.7,4.692,1.846,1.368,2.765,465,Audi S5 Coupe 2021 3.0 TFSI quattro (354 HP),"29,200",OMR
4566,3.0,6,All Wheel Drive,75,8.2,Petrol,333,440,Automatic,250,5 Seater,5.3,4.974,1.911,1.420,2.914,535,Audi A7 2021 50 TFSI quattro (333 HP),"29,600",OMR
4567,3.0,N/A,All Wheel Drive,66,7.6,Petrol,333,480,Automatic,250,5 Seater,5.2,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 400 4MATIC,"29,800",OMR
4568,5.0,8,Rear Wheel Drive,83,12.1,Petrol,407,520,Automatic,240,5 Seater,5.7,5.205,1.915,1.495,3.160,510,Genesis G90 2021 5.0L V8 Royal,"29,900",OMR
4569,3.0,6,Rear Wheel Drive,82,9.6,Petrol,335,450,Automatic,250,5 Seater,5.9,5.127,2.105,1.456,3.032,520,Jaguar XJ 2021 3.0 V6 SC Diamond Edition,"29,900",OMR
4570,4.0,6,All Wheel Drive,140,11.8,Petrol,275,395,Automatic,200,8 Seater,11.5,5.165,1.995,1.940,3.075,550,Nissan Patrol 2021 4.0L SE Platinum City ,"26,000",OMR
4571,3.0,N/A,Rear Wheel Drive,70,8.5,Petrol,306,400,Automatic,250,5 Seater,5.8,4.907,2.102,1.462,2.968,520,BMW 5 Series 2021 535i,"30,000",OMR
4572,2.0,4,All Wheel Drive,68,6.4,Petrol,252,350,Automatic,250,5 Seater,6.0,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 530i xDrive,"30,000",OMR
4573,3.0,6,Rear Wheel Drive,52,7.1,Petrol,340,500,Automatic,250,4 Seater,4.6,4.432,1.984,1.418,2.690,390,BMW 2 Series Coupe 2021 M240i,"30,000",OMR
4574,3.0,6,Rear Wheel Drive,66,7.9,Petrol,333,480,Automatic,250,4 Seater,5.3,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 400,"30,145",OMR
4575,3.0,6,All Wheel Drive,66,8.1,Petrol,333,480,Automatic,250,4 Seater,5.5,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 400 4MATIC,"30,145",OMR
4576,3.0,6,All Wheel Drive,74,10.3,Petrol,404,540,Automatic,250,5 Seater,4.6,5.182,1.880,1.471,3.109,433,Cadillac CT6 Sedan 2021 3.0T Platinum,"30,300",OMR
4577,5.5,8,Rear Wheel Drive,70,8.4,Petrol,421,540,Automatic,250,2 Seater,4.6,4.134,2.006,1.301,2.430,335,Mercedes-Benz SLK 55 AMG 2021 5.5,"30,500",OMR
4578,3.0,6,All Wheel Drive,66,8.4,Petrol,435,520,Automatic,250,4 Seater,4.5,4.848,1.860,1.427,2.873,450,Mercedes-Benz E-Class Coupe 2021 E AMG 53 4MATIC+,"30,970",OMR
4579,2.0,4,Rear Wheel Drive,63,7.2,Petrol,300,400,Automatic,250,2 Seater,5.7,4.482,1.923,1.310,2.622,407,Jaguar F-Type Coupe 2021 2.0T (300 PS),"24,650",OMR
4580,2.0,4,Rear Wheel Drive,63,7.2,Petrol,300,400,Automatic,250,2 Seater,5.7,4.482,1.923,1.310,2.622,407,Jaguar F-Type Coupe 2021 2.0T (300 PS),"24,650",OMR
4581,2.0,4,Rear Wheel Drive,63,7.2,Petrol,300,400,Automatic,250,2 Seater,5.7,4.482,1.923,1.310,2.622,407,Jaguar F-Type Coupe 2021 2.0T R-Dynamic (300 PS),"27,130",OMR
4582,3.0,6,All Wheel Drive,70,8.9,Petrol,380,460,Automatic,275,2 Seater,5.1,4.482,1.923,1.311,2.622,407,Jaguar F-Type Coupe 2021 3.0L V6 R-Dynamic AWD (380 PS),"35,250",OMR
4583,5.0,8,All Wheel Drive,70,11.3,Petrol,550,680,Automatic,300,2 Seater,4.1,4.482,1.923,1.311,2.622,407,Jaguar F-Type Coupe 2021 5.0L V8 R AWD (550 PS),"54,350",OMR
4584,2.0,4,All Wheel Drive,67,7.3,Petrol,252,350,Automatic,240,5 Seater,6.3,4.752,1.918,1.621,2.864,500,BMW X4 2021 xDrive 30i,"31,000",OMR
4585,3.0,N/A,All Wheel Drive,67,8.3,Petrol,306,400,Automatic,245,5 Seater,5.6,4.668,2.089,1.678,2.810,550,BMW X3 2021 xDrive 35i,"31,000",OMR
4586,3.0,6,All Wheel Drive,70,8.6,Petrol,306,400,Automatic,250,5 Seater,6.1,4.998,2.047,1.559,3.065,500,BMW 5 Series Gran Turismo 2021 535i xDrive,"31,000",OMR
4587,5.0,8,Rear Wheel Drive,80,13.8,Petrol,471,530,Automatic,270,4 Seater,4.5,4.704,1.844,1.389,2.730,295,Lexus RC F 2021 Platinum,"31,000",OMR
4588,3.0,N/A,Rear Wheel Drive,52,9.2,Petrol,370,465,Automatic,250,4 Seater,4.2,4.461,1.854,1.410,2.693,390,BMW M2 Coupe 2021 3.0T,"31,000",OMR
4589,3.0,6,All Wheel Drive,68,9.6,Petrol,400,575,Automatic,250,5 Seater,5.6,5.115,2.090,1.487,2.994,473,Lincoln Continental 2021 3.0T Reserve ,"28,000",OMR
4590,3.0,6,All Wheel Drive,85,8.1,Petrol,333,440,Automatic,250,5 Seater,6.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 45 TFSI Sport quattro (333 HP),"31,300",OMR
4591,3.0,6,Rear Wheel Drive,80,8.9,Petrol,350,500,Automatic,267,5 Seater,5.5,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6 ,"31,500",OMR
4592,3.0,6,Rear Wheel Drive,80,8.9,Petrol,350,500,Automatic,267,5 Seater,5.5,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6  GranLusso ,"31,500",OMR
4593,2.0,4,All Wheel Drive,85,8.0,Petrol,252,370,Automatic,210,5 Seater,7.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 40 TFSI Design quattro (252 HP),"31,700",OMR
4594,5.0,8,Rear Wheel Drive,66,11.5,Petrol,471,530,Automatic,270,4 Seater,4.5,4.705,1.845,1.390,2.730,295,Lexus RC F 2021 5.0L Platinum,"32,000",OMR
4595,5.0,8,Rear Wheel Drive,66,11.5,Petrol,471,530,Automatic,270,4 Seater,4.5,4.705,1.845,1.390,2.730,295,Lexus RC F 2021 5.0L Platinum,"32,000",OMR
4596,3.0,6,Rear Wheel Drive,68,6.9,Petrol,340,450,Automatic,250,5 Seater,5.1,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 540i,"32,500",OMR
4597,3.0,6,Rear Wheel Drive,68,6.9,Petrol,340,450,Automatic,250,5 Seater,5.1,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 540i (M Package),"32,500",OMR
4598,2.0,4,All Wheel Drive,71,7.7,Petrol,320,400,Automatic,240,7 Seater,6.5,4.950,2.140,1.775,2.985,1868,Volvo XC90 2021 2.0T T6 AWD R Design,"27,000",OMR
4599,5.5,8,Rear Wheel Drive,80,8.9,Petrol,408,600,Automatic,250,4 Seater,4.8,4.698,1.786,1.398,2.761,450,Mercedes-Benz E-Class Coupe 2021 E 500,"32,700",OMR
4600,4.0,8,Rear Wheel Drive,66,8.2,Petrol,476,650,Automatic,250,5 Seater,4.1,4.686,1.810,1.442,2.840,481,Mercedes-Benz C-Class 2021 C 63 AMG,"33,000",OMR
4601,3.0,6,All Wheel Drive,41,8.5,Petrol,362,520,Automatic,250,5 Seater,5.1,4.686,2.020,1.442,2.840,481,Mercedes-Benz C-Class 2021 C 450,"33,000",OMR
4602,4.6,8,Rear Wheel Drive,84,12.3,Petrol,382,493,Automatic,250,5 Seater,6.5,5.090,1.875,1.465,2.970,510,Lexus LS 2021 460 Premier (SWB),"33,000",OMR
4603,3.0,6,Rear Wheel Drive,52,7.4,Petrol,340,500,Automatic,250,4 Seater,4.7,4.454,1.984,1.433,2.690,280,BMW 2 Series Convertible 2021 m240i,"33,000",OMR
4604,3.0,6,All Wheel Drive,68,9.6,Petrol,400,575,Automatic,250,5 Seater,5.6,5.115,2.090,1.487,2.994,473,Lincoln Continental 2021 3.0T Presidential  ,"33,000",OMR
4605,3.0,6,All Wheel Drive,75,3.4,Hybrid,462,700,Automatic,253,5 Seater,5.0,4.918,1.983,1.696,2.895,648,Porsche Cayenne 2021 E-Hybrid,"39,000",OMR
4606,3.0,6,All Wheel Drive,80,3.4,Hybrid,462,700,Automatic,253,5 Seater,5.0,4.918,1.983,1.696,2.895,670,Porsche Cayenne Coupe 2021 E-Hybrid,"39,400",OMR
4607,6.2,8,Rear Wheel Drive,70,18.0,Petrol,707,881,Automatic,314,5 Seater,3.6,5.018,2.012,1.460,2.951,459,Dodge Challenger 2021 6.2L Hellcat Widebody A/T,"33,500",OMR
4608,6.2,8,Rear Wheel Drive,70,10.6,Petrol,797,959,Automatic,327,5 Seater,3.4,5.027,1.923,1.448,2.951,459,Dodge Challenger 2021 6.2L Hellcat Red Eye A/T,"40,000",OMR
4609,2.0,4,Rear Wheel Drive,80,7.3,Petrol,299,400,Automatic,250,4 Seater,6.0,4.996,1.869,1.418,2.939,520,Mercedes-Benz CLS-Class 2021 CLS 350,"33,600",OMR
4610,2.0,4,Rear Wheel Drive,80,7.3,Petrol,299,400,Automatic,250,4 Seater,6.0,4.996,1.869,1.418,2.939,520,Mercedes-Benz CLS-Class 2021 CLS 350,"33,600",OMR
4611,3.0,6,All Wheel Drive,105,9.2,Petrol,360,495,Automatic,210,5 Seater,6.6,4.851,1.983,1.780,2.923,784,Land Rover Range Rover Sport 2021 3.0L V6 HSE (360 PS),"39,720",OMR
4612,3.0,6,All Wheel Drive,85,8.1,Petrol,333,440,Automatic,250,5 Seater,6.1,5.052,2.212,1.741,2.994,890,Audi Q7 2021 45 TFSI Design quattro (333 HP),"33,800",OMR
4613,3.0,6,All Wheel Drive,82,8.3,Petrol,333,440,Automatic,250,5 Seater,5.9,5.265,2.111,1.471,3.122,520,Audi A8 2021 50 TFSI quattro (333 HP),"33,900",OMR
4614,3.0,6,All Wheel Drive,67,9.1,Petrol,354,500,Automatic,250,5 Seater,4.8,4.733,1.938,1.621,2.864,500,BMW X4 2021 xDrive M40i,"34,000",OMR
4615,3.0,6,All Wheel Drive,80,10.7,Petrol,350,500,Automatic,251,5 Seater,6.0,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6,"36,000",OMR
4616,3.0,6,All Wheel Drive,80,10.7,Petrol,350,500,Automatic,251,5 Seater,6.0,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 GranLusso ,"38,000",OMR
4617,3.0,6,All Wheel Drive,80,10.7,Petrol,350,500,Automatic,251,5 Seater,6.0,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 GranSport ,"39,000",OMR
4618,3.0,N/A,All Wheel Drive,66,8.4,Petrol,401,520,Automatic,250,5 Seater,4.6,4.923,1.852,1.468,2.939,540,Mercedes-Benz E-Class Saloon 2021 E 43 4MATIC,"34,100",OMR
4619,4.0,8,All Wheel Drive,75,3.8,Hybrid,680,900,Automatic,295,5 Seater,5.9,4.926,1.983,1.673,2.895,645,Porsche Cayenne 2021 Turbo S E-Hybrid,"69,300",OMR
4620,4.0,8,All Wheel Drive,75,3.4,Hybrid,680,900,Automatic,295,5 Seater,3.8,4.939,1.989,1.653,2.895,500,Porsche Cayenne Coupe 2021 Turbo S E-Hybrid,"69,900",OMR
4621,3.0,N/A,Rear Wheel Drive,80,9.1,Petrol,340,450,Automatic,250,5 Seater,5.9,5.255,1.899,1.460,3.175,520,Jaguar XJ 2021 3.0L Premium Luxury LWB (340 PS),"34,170",OMR
4622,2.0,N/A,All Wheel Drive,71,7.7,Petrol,320,400,Automatic,240,7 Seater,6.5,4.950,2.140,1.775,2.985,1868,Volvo XC90 2021 2.0T T6 AWD Inscription,"28,000",OMR
4623,3.0,6,All Wheel Drive,68,7.4,Petrol,340,450,Automatic,250,5 Seater,4.8,4.936,1.868,1.466,2.975,530,BMW 5 Series 2021 540i xDrive,"35,000",OMR
4624,3.0,6,All Wheel Drive,80,3.7,Hybrid,442,650,Automatic,245,5 Seater,5.3,4.819,1.935,1.796,2.915,480,Mercedes-Benz GLE-Class 2021 GLE 500 e 4MATIC,"35,335",OMR
4625,4.4,N/A,Rear Wheel Drive,70,8.8,Petrol,450,650,Automatic,250,5 Seater,4.6,4.907,2.102,1.462,2.968,520,BMW 5 Series 2021 550i,"35,500",OMR
4626,4.4,N/A,Rear Wheel Drive,70,8.8,Petrol,450,650,Automatic,250,5 Seater,4.6,4.907,2.102,1.462,2.968,520,BMW 5 Series 2021 550i,"35,500",OMR
4627,4.7,8,All Wheel Drive,93,11.5,Petrol,455,700,Automatic,250,5 Seater,5.3,4.819,1.935,1.796,2.915,690,Mercedes-Benz GLE-Class 2021 GLE 500 4MATIC,"35,530",OMR
4628,5.7,8,All Wheel Drive,138,15.7,Petrol,362,530,Automatic,220,8 Seater,7.7,5.065,1.980,1.910,2.850,259,Lexus LX 2021 570 Premier,"36,000",OMR
4629,4.6,8,Rear Wheel Drive,84,12.3,Petrol,382,493,Automatic,250,5 Seater,6.5,5.090,1.875,1.465,2.970,510,Lexus LS 2021 460 Prestige (SWB),"36,000",OMR
4630,6.2,8,All Wheel Drive,98,14.0,Petrol,420,623,Automatic,180,8 Seater,6.3,5.179,2.045,1.890,2.946,430,Cadillac Escalade 2021 6.2L Premium Luxury,"36,920",OMR
4631,4.2,8,All Wheel Drive,61,10.7,Petrol,450,430,Automatic,250,4 Seater,4.9,4.649,2.020,1.377,2.751,380,Audi RS5 Cabriolet 2021 4.2 (450 HP),"36,500",OMR
4632,4.7,8,Rear Wheel Drive,66,9.1,Petrol,408,600,Automatic,250,4 Seater,4.9,4.703,1.786,1.398,2.760,390,Mercedes-Benz E-Class Cabriolet 2021 E 500,"36,600",OMR
4633,3.0,6,Rear Wheel Drive,80,9.6,Petrol,430,580,Automatic,285,5 Seater,5.0,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6 S,"36,900",OMR
4634,3.0,6,Rear Wheel Drive,67,9.1,Petrol,385,450,Automatic,291,4 Seater,4.2,4.519,1.852,1.298,2.450,132,Porsche 911 2021 Carrera,"40,200",OMR
4635,2.0,4,Rear Wheel Drive,78,6.2,Petrol,258,400,Automatic,250,5 Seater,6.3,5.247,2.142,1.478,3.210,515,BMW 7 Series 2021 730Li,"37,000",OMR
4636,3.0,6,Rear Wheel Drive,70,7.8,Petrol,320,450,Automatic,250,5 Seater,5.4,5.008,1.894,1.392,2.969,460,BMW 6 Series Gran Coupe 2021 640i,"37,000",OMR
4637,4.6,8,Rear Wheel Drive,84,12.3,Petrol,382,493,Automatic,250,5 Seater,6.5,5.090,1.875,1.465,2.970,510,Lexus LS 2021 460 F-Sport (SWB),"37,000",OMR
4638,4.6,8,All Wheel Drive,100,11.5,Petrol,455,700,Automatic,250,7 Seater,5.4,5.120,2.141,1.850,3.075,680,Mercedes-Benz GLS 2021 500 4MATIC,"37,100",OMR
4639,4.0,8,All Wheel Drive,90,11.7,Petrol,558,730,Automatic,250,4 Seater,4.9,5.205 ,2.030 ,1.838 ,3.135 ,520,Mercedes-Benz Maybach GLS 2021 600 4MATIC, TBD ,Null
4640,3.0,6,All Wheel Drive,80,9.7,Petrol,430,580,Automatic,285,5 Seater,4.8,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6 S GranLusso ,"37,900",OMR
4641,3.0,6,All Wheel Drive,80,9.7,Petrol,430,580,Automatic,285,5 Seater,4.8,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6 S GranSport ,"37,900",OMR
4642,3.0,6,All Wheel Drive,80,9.7,Petrol,430,580,Automatic,285,5 Seater,4.8,4.971,2.100,1.461,2.998,500,Maserati Ghibli 2021 3.0T V6 S GranSport ,"37,900",OMR
4643,3.0,6,Rear Wheel Drive,70,7.7,Petrol,320,450,Automatic,250,4 Seater,5.3,4.897,2.106,1.374,2.854,460,BMW 6 Series Coupe 2021 640i,"38,000",OMR
4644,5.0,8,Rear Wheel Drive,66,11.5,Petrol,471,530,Automatic,270,4 Seater,4.5,4.695,2.069,1.395,2.730,295,Lexus RC F 2021 5.0L Carbon,"38,000",OMR
4645,3.0,6,Rear Wheel Drive,65,7.7,Petrol,367,500,Automatic,250,2 Seater,4.9,4.617,2.099,1.315,2.585,485,Mercedes-Benz SL-Class 2021 SL 400,"38,180",OMR
4646,6.2,8,All Wheel Drive,98,14.0,Petrol,420,623,Automatic,180,8 Seater,6.3,5.179,2.045,1.890,2.946,430,Cadillac Escalade 2021 6.2L Platinum,"38,500",OMR
4647,3.0,6,Rear Wheel Drive,60,8.3,Petrol,431,550,Automatic,250,5 Seater,4.1,4.671,1.877,1.424,2.812,480,BMW M3 Sedan 2021 3.0T,"38,500",OMR
4648,5.0,8,All Wheel Drive,104,12.8,Petrol,525,625,Automatic,250,5 Seater,5.3,4.879,2.073,1.802,2.923,780,Land Rover Range Rover Sport 2021 5.0L V8 HSE Dynamic (525 PS),"50,000",OMR
4649,3.0,6,All Wheel Drive,80,10.9,Petrol,430,580,Automatic,264,5 Seater,5.2,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 S,"41,500",OMR
4650,3.0,6,All Wheel Drive,80,10.9,Petrol,430,580,Automatic,264,5 Seater,5.2,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 S GranLusso,"44,000",OMR
4651,3.0,6,All Wheel Drive,80,10.9,Petrol,430,580,Automatic,264,5 Seater,5.2,5.005,1.981,1.693,3.004,550,Maserati Levante 2021 3.0T V6 S GranSport,"45,000",OMR
4652,3.8,8,All Wheel Drive,80,13.5,Petrol,550,730,Automatic,292,5 Seater,4.0,5.020,1.981,1.693,3.004,580,Maserati Levante 2021 3.8T V8 GTS,"53,000",OMR
4653,3.8,8,All Wheel Drive,80,13.5,Petrol,590,730,Automatic,304,5 Seater,3.9,5.020,1.981,1.693,3.004,580,Maserati Levante 2021 3.8T V8 Trofeo,"66,000",OMR
